,Glucose,Ethanol,Acetate,Maltose
YDL025C,0.04746,0.01706,0.01147,0.02548
YDL024C,0.01155,0.00287,0.00228,0.00406
YDL023C,0.00128,0.00094,0.00085,0.00087
YDL022W,0.18475,0.06553,0.05084,0.11524
YDL021W,0.01782,0.00541,0.00455,0.00671
YDL020C,0.09503,0.03992,0.03938,0.04663
YDL019C,0.04751,0.01537,0.01120,0.01961
YDL018C,0.01667,0.00626,0.00583,0.00579
YDL017W,0.01348,0.00702,0.00593,0.00410
YDL016C,0.00128,0.00139,0.00142,0.00058
YDL015C,0.08296,0.02847,0.02916,0.03925
YDL014W,0.08306,0.02249,0.02188,0.02483
YDL013W,0.02864,0.01264,0.00969,0.00885
YDL012C,0.11788,0.06585,0.05334,0.06427
YDL011C,0.00161,0.00085,0.00081,0.00137
YDL010W,0.04788,0.02234,0.01962,0.02203
YDL009C,0.04189,0.01241,0.01070,0.01101
YDL008W,0.07738,0.02413,0.02343,0.02715
YDL007W,0.06545,0.02415,0.02053,0.03068
YDL006W,0.00760,0.00312,0.00309,0.00225
YDL005C,0.01518,0.00601,0.00548,0.00533
YDL004W,0.23244,0.08286,0.08265,0.10122
YDL047W,0.01994,0.00455,0.00347,0.00630
YDL046W,0.16173,0.05088,0.03694,0.06944
YDL045W-A,0.05325,0.03342,0.03119,0.02031
YDL045C,0.02296,0.00805,0.00738,0.00802
YDL044C,0.01697,0.00710,0.00703,0.00540
YDL043C,0.00619,0.00237,0.00256,0.00284
YDL042C,0.01551,0.00663,0.00635,0.00524
YDL041W,0.00284,0.00142,0.00132,0.00132
YDL040C,0.01679,0.00695,0.00634,0.00650
YDL039C,0.01022,0.00268,0.00302,0.00461
YDL038C,0.00550,0.00104,0.00109,0.00252
YDL037C,0.00026,0.00021,0.00009,0.00037
YDL036C,0.01010,0.00351,0.00245,0.00262
YDL035C,0.02706,0.00886,0.00840,0.00855
YDL034W,0.00058,0.00043,0.00015,0.00025
YDL033C,0.02499,0.00950,0.00833,0.00862
YDL032W,0.00028,0.00025,0.00017,0.00030
YDL031W,0.03257,0.01517,0.01275,0.01222
YDL030W,0.01816,0.00738,0.00564,0.00691
YDL029W,0.08634,0.03136,0.02768,0.03760
YDL028C,0.00921,0.00326,0.00277,0.00258
YDL027C,0.01664,0.00760,0.00722,0.00588
YDL026W,0.00139,0.00030,0.00062,0.00044
YDL071C,0.00502,0.00293,0.00330,0.00258
YDL070W,0.01619,0.00574,0.00547,0.00755
YDL069C,0.00728,0.00326,0.00324,0.00252
YDL068W,0.00205,0.00168,0.00116,0.00146
YDL067C,0.27894,0.14914,0.11958,0.08767
YDL066W,0.05403,0.03917,0.02887,0.02443
YDL065C,0.02259,0.01201,0.01345,0.00857
YDL064W,0.04269,0.01349,0.01141,0.00951
YDL063C,0.00537,0.00231,0.00160,0.00128
YDL062W,0.00058,0.00044,0.00018,0.00029
YDL061C,0.28245,0.11400,0.10275,0.15365
YDL060W,0.05447,0.01551,0.01483,0.01888
YDL059C,0.04844,0.02119,0.01839,0.02125
YDL058W,0.00636,0.00291,0.00228,0.00274
YDL057W,0.02333,0.00728,0.00718,0.00836
YDL056W,0.01330,0.00510,0.00443,0.00372
YDL055C,0.38230,0.12953,0.12092,0.21904
YDL054C,0.03121,0.01460,0.01289,0.01184
YDL053C,0.05893,0.02420,0.01882,0.01859
YDL052C,0.07214,0.02142,0.01856,0.02405
YDL051W,0.03726,0.00939,0.00919,0.01482
YDL050C,0.00630,0.00445,0.00517,0.00354
YDL049C,0.03849,0.01487,0.01078,0.01595
YDL091C,0.03898,0.02274,0.01867,0.01783
YDL090C,0.02340,0.00853,0.00729,0.00734
YDL089W,0.03364,0.01484,0.01264,0.01402
YDL088C,0.02054,0.00658,0.00632,0.00771
YDL087C,0.00313,0.00193,0.00147,0.00135
YDL086W,0.28333,0.11518,0.11204,0.10936
YDL085W,0.08273,0.11608,0.08957,0.03851
YDL084W,0.15050,0.04853,0.05004,0.06108
YDL083C,0.26406,0.07912,0.08306,0.14704
YDL082W,0.22977,0.05466,0.06676,0.13603
YDL081C,0.46617,0.22160,0.22646,0.25990
YDL080C,0.02469,0.00863,0.00704,0.00981
YDL079C,0.01563,0.00347,0.00272,0.00560
YDL078C,0.29923,0.11534,0.10155,0.12887
YDL077C,0.01477,0.00483,0.00414,0.00446
YDL076C,0.01609,0.00570,0.00535,0.00692
YDL075W,0.64328,0.27142,0.26736,0.37203
YDL074C,0.02198,0.00811,0.00718,0.00680
YDL073W,0.01080,0.00443,0.00413,0.00397
YDL072C,0.15630,0.03650,0.02989,0.06731
YDL113C,0.00396,0.00233,0.00197,0.00162
YDL112W,0.02859,0.01243,0.01049,0.01305
YDL111C,0.02111,0.00981,0.00940,0.00565
YDL110C,0.25763,0.06929,0.05060,0.12760
YDL109C,0.00356,0.00082,0.00026,0.00187
YDL108W,0.01416,0.00470,0.00539,0.00537
YDL107W,0.00891,0.00272,0.00301,0.00277
YDL106C,0.00322,0.00124,0.00060,0.00087
YDL105W,0.00143,0.00113,0.00070,0.00088
YDL104C,0.00741,0.00456,0.00410,0.00325
YDL103C,0.02791,0.01040,0.00995,0.01029
YDL102W,0.00357,0.00135,0.00157,0.00113
YDL101C,0.01496,0.00625,0.00668,0.00580
YDL100C,0.12930,0.03496,0.02992,0.04659
YDL099W,0.05093,0.02028,0.01758,0.01879
YDL098C,0.00532,0.00192,0.00177,0.00217
YDL097C,0.09666,0.04149,0.03756,0.04511
YDL096C,0.00180,0.00084,0.00075,0.00119
YDL095W,0.06546,0.01846,0.01704,0.02425
YDL094C,0.00067,0.00057,0.00025,0.00037
YDL093W,0.01018,0.00364,0.00309,0.00303
YDL092W,0.02121,0.00579,0.00588,0.00849
YDL133W,0.03014,0.01024,0.00903,0.01067
YDL132W,0.02568,0.00911,0.00768,0.01064
YDL131W,0.21866,0.11933,0.08615,0.11901
YDL130W-A,0.35686,0.15303,0.12843,0.19784
YDL130W,0.56965,0.35244,0.33784,0.38554
YDL129W,0.00977,0.00281,0.00264,0.00320
YDL128W,0.14479,0.06457,0.05573,0.06495
YDL127W,0.01884,0.00749,0.00681,0.00608
YDL126C,0.21138,0.08864,0.06801,0.10328
YDL125C,0.54387,0.24788,0.20063,0.28189
YDL124W,0.09534,0.03278,0.02150,0.05371
YDL123W,0.02848,0.01262,0.01006,0.01826
YDL122W,0.08480,0.01653,0.01893,0.03702
YDL121C,0.02952,0.01060,0.01040,0.01027
YDL120W,0.05733,0.02060,0.02089,0.01582
YDL119C,0.01800,0.00570,0.00536,0.00582
YDL118W,0.00071,0.00032,0.00059,0.00071
YDL117W,0.03558,0.01704,0.01248,0.01479
YDL116W,0.03652,0.01549,0.01538,0.01442
YDL115C,0.01205,0.00523,0.00552,0.00552
YDL114W,0.00020,0.00008,0.00005,0.00015
YDL157C,0.12266,0.04656,0.04546,0.05199
YDL156W,0.00339,0.00136,0.00108,0.00074
YDL155W,0.02822,0.01255,0.01076,0.01089
YDL154W,0.00726,0.00215,0.00292,0.00248
YDL153C,0.05586,0.01495,0.01551,0.02360
YDL152W,0.00069,0.00052,0.00028,0.00072
YDL151C,0.00128,0.00041,0.00077,0.00070
YDL150W,0.02104,0.00547,0.00523,0.00662
YDL149W,0.00542,0.00235,0.00245,0.00248
YDL148C,0.00595,0.00155,0.00202,0.00207
YDL147W,0.06880,0.01848,0.01866,0.02946
YDL146W,0.00378,0.00178,0.00174,0.00184
YDL145C,0.07894,0.03674,0.03121,0.03057
YDL144C,0.09961,0.04786,0.03638,0.03608
YDL143W,0.08780,0.02745,0.02655,0.02853
YDL142C,0.02328,0.00975,0.00829,0.01130
YDL141W,0.00428,0.00231,0.00219,0.00145
YDL140C,0.13521,0.04654,0.03033,0.09588
YDL139C,0.00679,0.00279,0.00199,0.00213
YDL138W,0.01107,0.00357,0.00359,0.00305
YDL137W,0.60025,0.29015,0.26528,0.33322
YDL135C,0.06913,0.02002,0.01993,0.02541
YDL134C,0.03680,0.01650,0.01425,0.01770
YDL179W,0.01570,0.00654,0.00580,0.00824
YDL178W,0.09047,0.03928,0.03764,0.04440
YDL177C,0.01071,0.00395,0.00444,0.00557
YDL176W,0.00365,0.00156,0.00121,0.00091
YDL175C,0.00762,0.00297,0.00277,0.00289
YDL174C,0.24812,0.11015,0.10198,0.11275
YDL173W,0.14290,0.05543,0.05396,0.06694
YDL172C,0.00640,0.00566,0.00643,0.00364
YDL171C,0.14329,0.11522,0.06723,0.07942
YDL170W,0.03781,0.01290,0.00674,0.01317
YDL169C,0.06203,0.03837,0.02133,0.02929
YDL168W,0.04390,0.01607,0.01407,0.01964
YDL167C,0.00483,0.00158,0.00147,0.00153
YDL166C,0.02385,0.01031,0.00918,0.01031
YDL165W,0.06073,0.02153,0.02063,0.02142
YDL164C,0.01609,0.00824,0.00618,0.00647
YDL163W,0.00004,0.00004,0.00002,0.00009
YDL162C,0.00013,0.00010,0.00004,0.00014
YDL161W,0.05450,0.01892,0.01798,0.02107
YDL160C,0.00890,0.00397,0.00319,0.00441
YDL159W,0.00866,0.00342,0.00289,0.00212
YDL158C,0.02512,0.01378,0.01694,0.01296
YDL200C,0.11809,0.07041,0.07010,0.06202
YDL199C,0.01847,0.01213,0.00854,0.00705
YDL198C,0.09402,0.07087,0.05064,0.05221
YDL197C,0.02904,0.00970,0.00748,0.01515
YDL196W,0.00121,0.00051,0.00071,0.00041
YDL195W,0.07201,0.03732,0.02492,0.03694
YDL194W,0.00593,0.00306,0.00249,0.00224
YDL193W,0.01441,0.00567,0.00494,0.00482
YDL192W,0.65581,0.36760,0.35568,0.51912
YDL191W,0.38465,0.17177,0.16104,0.28187
YDL190C,0.04709,0.01331,0.01171,0.01478
YDL189W,0.00533,0.00186,0.00170,0.00156
YDL188C,0.05248,0.03201,0.02331,0.02712
YDL187C,0.00081,0.00073,0.00035,0.00017
YDL186W,0.00068,0.00064,0.00043,0.00049
YDL185W,0.08079,0.03207,0.02700,0.02516
YDL184C,0.03890,0.01722,0.02514,0.02298
YDL183C,0.00895,0.00295,0.00236,0.00304
YDL182W,0.50779,0.23506,0.16584,0.31841
YDL181W,0.21521,0.10832,0.09623,0.10252
YDL180W,0.03849,0.01704,0.01702,0.01781
YDL221W,0.00083,0.00033,0.00024,0.00046
YDL220C,0.00820,0.00237,0.00188,0.00417
YDL219W,0.07489,0.02197,0.02410,0.02924
YDL218W,0.07160,0.00543,0.00844,0.03744
YDL217C,0.02549,0.00646,0.00549,0.00767
YDL216C,0.00309,0.00121,0.00102,0.00112
YDL215C,0.07289,0.03274,0.03144,0.04000
YDL214C,0.04054,0.00380,0.00221,0.01209
YDL213C,0.03238,0.01418,0.01693,0.01582
YDL212W,0.21840,0.06372,0.06673,0.10623
YDL211C,0.00419,0.00180,0.00175,0.00150
YDL210W,0.00315,0.00288,0.00213,0.00175
YDL209C,0.01469,0.00539,0.00525,0.00521
YDL208W,0.31851,0.11420,0.11670,0.17950
YDL207W,0.02183,0.00702,0.00577,0.00647
YDL206W,0.00617,0.00250,0.00217,0.00278
YDL205C,0.00141,0.00136,0.00127,0.00158
YDL204W,0.02259,0.00388,0.00254,0.01738
YDL203C,0.02583,0.01117,0.00835,0.01002
YDL202W,0.02923,0.00873,0.00796,0.00967
YDL201W,0.03196,0.01181,0.00792,0.00887
SNR189,0.00075,0.00004,0.00037,0.00046
YDL247W,0.00367,0.00298,0.00192,0.00238
YDL243C,0.00543,0.00265,0.00246,0.00218
YDL242W,0.00034,0.00025,0.00039,0.00048
YDL241W,0.00308,0.00133,0.00164,0.00079
YDL240W,0.00524,0.00270,0.00156,0.00159
YDL239C,0.00796,0.00610,0.00487,0.00310
YDL238C,0.00902,0.00337,0.00200,0.00438
YDL237W,0.03736,0.01709,0.01580,0.01634
YDL236W,0.06410,0.01924,0.01706,0.02819
YDL235C,0.04209,0.01083,0.01019,0.01514
YDL234C,0.03479,0.01326,0.01245,0.01573
YDL233W,0.01459,0.00467,0.00447,0.00542
YDL232W,0.28581,0.10967,0.10519,0.12188
YDL231C,0.02776,0.01322,0.00929,0.00964
YDL230W,0.03780,0.01731,0.01360,0.01318
YDL228C,0.00540,0.00432,0.00585,0.00333
YDL227C,0.03740,0.01912,0.01908,0.00880
YDL226C,0.04515,0.01126,0.00911,0.01209
YDL225W,0.02763,0.01021,0.00956,0.00807
YDL224C,0.01296,0.00591,0.00401,0.00338
YDL223C,0.06663,0.01678,0.01103,0.04647
YDL222C,0.05458,0.00719,0.00524,0.03532
YCL075W,0.00066,0.00033,0.00018,0.00002
SNR43,0.00347,0.00174,0.00143,0.00192
CEN3,0.00029,0.00018,0.00000,0.00001
SNR33,0.02289,0.00920,0.01203,0.00974
SNR65,0.00025,0.00002,0.00002,0.00004
YCR018C-A,0.00060,0.00012,0.00020,0.00002
YCR020W-B,0.00278,0.00132,0.00141,0.00105
YCR097W-A,0.00358,0.00116,0.00298,0.00153
YCR102W-A,0.00085,0.00049,0.00018,0.00024
YCL057c-a,0.33690,0.17048,0.15545,0.14896
YCR068W-A,0.00604,0.00158,0.00113,0.00383
YCL008C,0.01660,0.00768,0.00417,0.00462
YCR086W,0.03294,0.01620,0.01479,0.01296
YCR087W,0.00337,0.00199,0.00199,0.00202
YCR087C-A,0.02728,0.00672,0.00671,0.00720
YCR088W,0.04621,0.01565,0.00984,0.01413
YCR089W,0.00436,0.00187,0.00123,0.00161
YCR090C,0.02407,0.00932,0.00930,0.01002
YCR091W,0.00205,0.00059,0.00062,0.00060
YCR092C,0.00255,0.00113,0.00122,0.00073
YCR093W,0.01017,0.00569,0.00485,0.00385
YCR094W,0.00937,0.00278,0.00298,0.00291
YCR095C,0.00346,0.00133,0.00138,0.00118
YCR097W,0.06177,0.03012,0.03107,0.03762
YCR098C,0.00356,0.00122,0.00109,0.00147
YCR099C,0.00191,0.00075,0.00062,0.00069
YCR100C,0.00428,0.00158,0.00142,0.00204
YCR101C,0.00031,0.00002,0.00013,0.00003
YCR102C,0.00557,0.00169,0.00291,0.00298
YCR104W,0.03751,0.00317,0.00261,0.00769
YCR105W,0.00164,0.00018,0.00112,0.00087
YCR106W,0.00082,0.00013,0.00040,0.00028
YCL022C,0.00158,0.00077,0.00093,0.00068
YCR062W,0.01311,0.00524,0.00497,0.00424
YCR064C,0.00067,0.00012,0.00027,0.00025
YCR063W,0.00660,0.00154,0.00123,0.00217
YCR065W,0.02056,0.00422,0.00380,0.00652
YCR066W,0.00445,0.00146,0.00138,0.00140
YCR067C,0.02810,0.01116,0.00907,0.01134
YCR068W,0.00443,0.00121,0.00101,0.00342
YCR069W,0.07251,0.03342,0.02452,0.03450
YCR071C,0.02058,0.00744,0.00701,0.00577
YCR072C,0.00998,0.00395,0.00370,0.00438
YCR073C,0.00991,0.00408,0.00428,0.00435
YCR073W-A,0.09679,0.05247,0.03681,0.04018
YCR075C,0.03436,0.01839,0.01450,0.01667
YCR076C,0.10033,0.03289,0.02529,0.04566
YCR077C,0.02454,0.01129,0.00636,0.00721
YCR079W,0.03523,0.01287,0.00835,0.01104
YCR081W,0.00782,0.00193,0.00154,0.00289
YCR082W,0.07753,0.02789,0.03038,0.03231
YCR083W,0.02714,0.01089,0.00708,0.00865
YCR084C,0.02469,0.00888,0.00691,0.00994
YCR085W,0.00172,0.00094,0.00065,0.00114
YCR035C,0.01208,0.00363,0.00385,0.00385
YCR036W,0.05544,0.02926,0.02443,0.02579
YCR037C,0.05753,0.03114,0.03222,0.02399
YCR038C,0.00904,0.00397,0.00342,0.00245
YCR041W,0.00071,0.00057,0.00060,0.00032
YCR042C,0.01198,0.00393,0.00407,0.00556
YCR043C,0.00725,0.00223,0.00288,0.00252
YCR044C,0.04527,0.02167,0.01740,0.02075
YCR045C,0.00073,0.00022,0.00016,0.00065
YCR046C,0.10000,0.02842,0.02033,0.03322
YCR047C,0.02311,0.00579,0.00259,0.00912
YCR049C,0.00022,0.00023,0.00015,0.00012
YCR048W,0.02005,0.00650,0.00389,0.00753
YCR050C,0.00024,0.00042,0.00053,0.00028
YCR051W,0.04036,0.00894,0.00578,0.01183
YCR052W,0.01161,0.00516,0.00331,0.00302
YCR053W,0.07225,0.02703,0.02174,0.03596
YCR054C,0.00539,0.00149,0.00251,0.00211
YCR057C,0.00461,0.00133,0.00133,0.00185
YCR059C,0.04114,0.01255,0.00834,0.01265
YCR060W,0.06338,0.02203,0.01847,0.02000
YCR061W,0.02367,0.00754,0.00655,0.00889
YCR016W,0.00626,0.00183,0.00199,0.00161
YCR017C,0.06813,0.02350,0.01877,0.02513
YCR018C,0.07701,0.04078,0.03809,0.02725
YCR019W,0.01132,0.00434,0.00369,0.00378
YCR020C,0.00914,0.00452,0.00650,0.00472
YCR020C-A,0.07072,0.03184,0.03656,0.02911
YCR021C,0.13465,0.01419,0.03190,0.15661
YCR022C,0.00129,0.00019,0.00058,0.00061
YCR023C,0.03739,0.01522,0.01338,0.01426
YCR024C,0.01505,0.00661,0.00572,0.00385
YCR024C-A,0.14928,0.08960,0.07158,0.08215
YCR025C,0.00308,0.00107,0.00103,0.00060
YCR026C,0.01621,0.00609,0.00507,0.00576
YCR027C,0.00457,0.00134,0.00116,0.00157
YCR028C,0.00806,0.00333,0.00273,0.00260
YCR028C-A,0.10466,0.03366,0.03070,0.03783
YCR030C,0.02612,0.01132,0.00736,0.00933
YCR031C,0.25007,0.07227,0.06739,0.11866
YCR032W,0.01151,0.00491,0.00446,0.00506
YCR033W,0.04458,0.01328,0.01265,0.01105
YCR034W,0.06022,0.01996,0.02170,0.02718
YCL010C,0.00731,0.00320,0.00152,0.00445
YCL009C,0.25084,0.12824,0.05244,0.12659
YCL007C,0.00322,0.00131,0.00260,0.00125
YCL006C,0.00277,0.00082,0.00109,0.00107
YCL005W,0.01767,0.00834,0.00788,0.00787
YCL004W,0.00196,0.00074,0.00102,0.00097
YCL002C,0.00645,0.00205,0.00266,0.00211
YCL001W,0.05416,0.02096,0.02025,0.02170
YCL001W-A,0.00025,0.00065,0.00018,0.00022
YCR001W,0.00119,0.00081,0.00080,0.00031
YCR002C,0.07597,0.03370,0.03027,0.02399
YCR003W,0.04535,0.01711,0.01672,0.01941
YCR004C,0.26138,0.09013,0.05738,0.12386
YCR005C,0.13755,0.24791,0.22735,0.04373
YCR006C,0.00075,0.00059,0.00056,0.00100
YCR008W,0.02455,0.00674,0.00628,0.00965
YCR009C,0.08461,0.03370,0.02817,0.04731
YCR010C,0.27803,0.22498,0.19145,0.10424
YCR011C,0.03260,0.01811,0.01601,0.01398
YCR013C,0.00643,0.00451,0.00568,0.00293
YCR012W,0.66797,0.32994,0.27633,0.61906
YCR014C,0.00845,0.00326,0.00313,0.00292
YCR015C,0.00708,0.00306,0.00275,0.00319
YCL039W,0.01529,0.00563,0.00387,0.00430
YCL038C,0.01662,0.00599,0.00574,0.00658
YCL037C,0.00489,0.00278,0.00188,0.00243
YCL036W,0.01653,0.00392,0.00351,0.00612
YCL035C,0.31971,0.10319,0.08079,0.16290
YCL034W,0.12349,0.03216,0.02260,0.04338
YCL033C,0.16556,0.06102,0.04756,0.06333
YCL032W,0.02372,0.00607,0.00604,0.01004
YCL031C,0.01946,0.00521,0.00621,0.00723
YCL030C,0.37241,0.14468,0.08984,0.19384
YCL029C,0.02917,0.00755,0.00559,0.00949
YCL028W,0.14479,0.05151,0.04519,0.06465
YCL027W,0.00642,0.00211,0.00192,0.00194
YCL026C-A,0.00220,0.00063,0.00081,0.00075
YCL025C,0.02349,0.00744,0.00624,0.01004
YCL023C,0.00082,0.00054,0.00050,0.00043
YCL018W,0.44033,0.19943,0.17961,0.21376
YCL017C,0.11071,0.03100,0.02878,0.05333
YCL016C,0.02093,0.00795,0.00687,0.00765
YCL014W,0.00225,0.00071,0.00078,0.00134
YCL012W,0.01419,0.00513,0.00332,0.00432
YCL011C,0.07502,0.03809,0.03275,0.03293
YCL064C,0.00260,0.00126,0.00088,0.00123
YCL063W,0.00717,0.00231,0.00281,0.00211
YCL061C,0.00618,0.00273,0.00187,0.00299
YCL059C,0.02121,0.00482,0.00419,0.01037
YCL058C,0.00278,0.00221,0.00261,0.00221
YCL057W,0.05054,0.02043,0.01782,0.01574
YCL056C,0.06343,0.02589,0.02157,0.02504
YCL055W,0.01658,0.00759,0.00723,0.00625
YCL054W,0.01045,0.00273,0.00319,0.00366
YCL052C,0.04511,0.01728,0.01527,0.02188
YCL051W,0.00974,0.00326,0.00266,0.00390
YCL050C,0.01633,0.00610,0.00557,0.00625
YCL049C,0.05802,0.01567,0.01560,0.02607
YCL048W,0.00079,0.00034,0.00020,0.00011
YCL047C,0.01461,0.00587,0.00652,0.00589
YCL045C,0.00562,0.00346,0.00256,0.00233
YCL046W,0.00033,0.00013,0.00044,0.00027
YCL044C,0.01702,0.01041,0.00616,0.00607
YCL043C,0.26339,0.12688,0.08576,0.11809
YCL041C,0.00271,0.00137,0.00193,0.00100
YCL042W,0.06015,0.00446,0.00297,0.02765
YCL040W,0.35323,0.09186,0.05914,0.18531
SNR56,0.00033,0.00027,0.00012,0.00013
TLC1,0.00485,0.00220,0.00198,0.00230
LSR1,0.00070,0.00043,0.00047,0.00047
YCL076W,0.00057,0.00034,0.00039,0.00014
YCL074W,0.00026,0.00029,0.00012,0.00034
YCL068C,0.00281,0.00078,0.00100,0.00162
YCL067C,0.01480,0.00599,0.00549,0.00613
YCL066W,0.00086,0.00009,0.00026,0.00033
YCL065W,0.00436,0.00297,0.00331,0.00217
YBR109w-a,0.00155,0.00017,0.00035,0.00069
YBR126w-a,0.38779,0.19996,0.15002,0.25279
YBR266C,0.00104,0.00072,0.00051,0.00052
YBR267W,0.03197,0.01041,0.00818,0.01002
YBR284W,0.00513,0.00247,0.00162,0.00352
YBR285W,0.02560,0.00545,0.00336,0.01031
YBR286W,0.37561,0.16621,0.12396,0.20917
YBR287W,0.02435,0.00865,0.00689,0.01212
YBR288C,0.03531,0.01009,0.00904,0.01367
YBR289W,0.04867,0.02669,0.02128,0.02170
YBR290W,0.02644,0.00936,0.01191,0.01119
YBR291C,0.14634,0.04026,0.04409,0.07102
YBR292C,0.00482,0.00331,0.00313,0.00276
YBR293W,0.03053,0.01475,0.01323,0.01099
YBR294W,0.27891,0.11301,0.09420,0.11505
YBR295W,0.06810,0.01915,0.01400,0.03028
YBR296C,0.03029,0.02182,0.02353,0.01217
YBR297W,0.05477,0.01407,0.01485,0.02284
YBR298C,0.04549,0.01459,0.01112,0.26072
YBR299W,0.13615,0.00463,0.00406,0.29386
YBR300C,0.00088,0.00071,0.00080,0.00116
YBR301W,0.03241,0.00634,0.00575,0.01470
YBR219C,0.00513,0.00238,0.00216,0.00109
YBR056w-a,0.04024,0.00839,0.01013,0.02489
YBR058c-a,0.15484,0.05707,0.05487,0.06631
YBR085c-a,0.24156,0.07056,0.06005,0.14094
YBR259W,0.00366,0.00124,0.00148,0.00102
YBR260C,0.03163,0.01264,0.00890,0.01260
YBR261C,0.08094,0.01799,0.01773,0.02946
YBR262C,0.22075,0.09345,0.08831,0.09224
YBR263W,0.14478,0.06740,0.04255,0.06937
YBR264C,0.04143,0.01196,0.01061,0.01506
YBR265W,0.05824,0.01502,0.01223,0.02565
YBR268W,0.11539,0.04142,0.03602,0.05765
YBR269C,0.09186,0.04646,0.03741,0.05193
YBR270C,0.01080,0.00534,0.00381,0.00469
YBR271W,0.00869,0.00260,0.00208,0.00245
YBR272C,0.00893,0.00264,0.00294,0.00261
YBR273C,0.06037,0.02150,0.01833,0.02740
YBR274W,0.02096,0.00646,0.00615,0.00725
YBR275C,0.00963,0.00519,0.00425,0.00512
YBR276C,0.06097,0.03391,0.02814,0.02228
YBR277C,0.00190,0.00127,0.00115,0.00090
YBR278W,0.04863,0.02385,0.02032,0.02226
YBR279W,0.02907,0.00821,0.00733,0.00855
YBR280C,0.03447,0.01856,0.01159,0.01747
YBR281C,0.01489,0.00565,0.00524,0.00513
YBR282W,0.06429,0.02331,0.02424,0.03358
YBR283C,0.15090,0.06372,0.04933,0.07068
YBR237W,0.00753,0.00325,0.00294,0.00302
YBR238C,0.00289,0.00127,0.00108,0.00136
YBR239C,0.00587,0.00251,0.00231,0.00157
YBR240C,0.00778,0.00308,0.00260,0.00257
YBR241C,0.11669,0.04709,0.02944,0.05891
YBR242W,0.02940,0.01644,0.01529,0.01180
YBR243C,0.02663,0.00998,0.00928,0.00773
YBR244W,0.00414,0.00171,0.00215,0.00202
YBR245C,0.01423,0.00642,0.00431,0.00443
YBR246W,0.02835,0.01215,0.01082,0.00977
YBR247C,0.02414,0.00643,0.00563,0.00842
YBR248C,0.08377,0.01986,0.01536,0.03179
YBR249C,0.17205,0.05265,0.03381,0.10547
YBR250W,0.00298,0.00095,0.00111,0.00144
YBR251W,0.01147,0.00380,0.00481,0.00405
YBR252W,0.08872,0.04283,0.04285,0.04084
YBR253W,0.02656,0.00822,0.00627,0.00602
YBR254C,0.02503,0.00723,0.00706,0.00741
YBR255W,0.00726,0.00214,0.00210,0.00173
YBR256C,0.04894,0.02410,0.01664,0.02534
YBR257W,0.01675,0.00662,0.00574,0.00562
YBR258C,0.00331,0.00128,0.00124,0.00130
YBR214W,0.05229,0.01551,0.00718,0.02193
YBR215W,0.01775,0.00572,0.00504,0.00481
YBR216C,0.00480,0.00169,0.00199,0.00126
YBR217W,0.01115,0.00404,0.00385,0.00450
YBR218C,0.13788,0.05646,0.03648,0.05238
YBR220C,0.03557,0.01091,0.01062,0.00939
YBR221C,0.09763,0.04618,0.03997,0.04080
YBR222C,0.04404,0.01904,0.01593,0.03507
YBR223C,0.01425,0.00484,0.00410,0.00603
YBR224W,0.00401,0.00137,0.00122,0.00251
YBR225W,0.01084,0.00537,0.00433,0.00471
YBR226C,0.00349,0.00211,0.00188,0.00120
YBR227C,0.01588,0.00544,0.00479,0.00780
YBR228W,0.00572,0.00257,0.00233,0.00197
YBR229C,0.00627,0.00273,0.00236,0.00242
YBR230C,0.44054,0.27438,0.22372,0.25448
YBR231C,0.02755,0.01356,0.00780,0.00664
YBR232C,0.00116,0.00045,0.00068,0.00022
YBR233W,0.01118,0.00374,0.00331,0.00339
YBR234C,0.08814,0.02342,0.01801,0.03268
YBR235W,0.01911,0.00927,0.00805,0.00611
YBR236C,0.01899,0.00687,0.00697,0.00497
YBR191W,0.52740,0.24050,0.25480,0.38676
YBR192W,0.02021,0.00568,0.00591,0.00754
YBR193C,0.01441,0.00479,0.00403,0.00473
YBR194W,0.04787,0.02379,0.02168,0.01947
YBR195C,0.03264,0.01196,0.01068,0.01249
YBR196C,0.53583,0.13399,0.11667,0.27403
YBR197C,0.00492,0.00156,0.00123,0.00164
YBR198C,0.03396,0.01260,0.01068,0.01183
YBR199W,0.07861,0.02214,0.02036,0.04427
YBR200W,0.01286,0.00527,0.00490,0.00402
YBR202W,0.02508,0.01157,0.00758,0.00907
YBR203W,0.00169,0.00074,0.00066,0.00053
YBR204C,0.00881,0.00369,0.00308,0.00401
YBR205W,0.07507,0.03207,0.02909,0.03245
YBR206W,0.02517,0.01226,0.01281,0.00762
YBR207W,0.11010,0.06489,0.06305,0.05661
YBR208C,0.02680,0.01760,0.00924,0.01092
YBR209W,0.00075,0.00026,0.00007,0.00051
YBR210W,0.04051,0.01802,0.02045,0.01434
YBR211C,0.00868,0.00363,0.00312,0.00328
YBR212W,0.05636,0.02787,0.02036,0.02969
YBR213W,0.01149,0.01067,0.00540,0.00297
YBR168W,0.01029,0.00391,0.00330,0.00302
YBR169C,0.09630,0.02306,0.01689,0.05914
YBR170C,0.03603,0.01787,0.01304,0.01434
YBR171W,0.03185,0.00777,0.00708,0.01008
YBR172C,0.01684,0.00842,0.00827,0.00499
YBR173C,0.03228,0.01777,0.01443,0.01563
YBR174C,0.00039,0.00026,0.00018,0.00005
