,MA_020,MA_023,MA_027,MA_030,MA_032,MA_034
YIL121W,0.00315,0.00244,0.00162,0.00361,0.00404,0.00423
YIL122W,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000
YIL123W,0.00005,0.00002,0.00003,0.00003,0.00002,0.00003
YIL124W,0.00017,0.00009,0.00020,0.00021,0.00022,0.00018
YIL125W,0.00008,0.00004,0.00004,0.00008,0.00003,0.00004
YIL126W,0.00005,0.00004,0.00009,0.00013,0.00011,0.00008
YIL127C,0.00029,0.00009,0.00074,0.00053,0.00071,0.00072
YIL128W,0.00070,0.00029,0.00085,0.00053,0.00046,0.00062
YIL129C,0.00003,0.00002,0.00003,0.00005,0.00003,0.00004
YIL130W,0.00002,0.00000,0.00000,0.00001,0.00001,0.00002
YIL131C,0.00001,0.00000,0.00002,0.00002,0.00002,0.00001
YIL132C,0.00013,0.00014,0.00017,0.00016,0.00014,0.00014
YIL133C,0.00005,0.00003,0.00010,0.00011,0.00012,0.00008
YIL134C-A,0.00007,0.00005,0.00007,0.00007,0.00006,0.00006
YIL134W,0.00028,0.00019,0.00048,0.00039,0.00052,0.00054
YIL135C,0.00008,0.00003,0.00003,0.00002,0.00003,0.00001
YIL137C,0.00005,0.00003,0.00010,0.00011,0.00009,0.00011
YIL138C,0.00005,0.00004,0.00006,0.00009,0.00010,0.00007
YIL139C,0.00013,0.00010,0.00022,0.00018,0.00017,0.00018
YIL140W,0.00013,0.00008,0.00014,0.00011,0.00014,0.00013
YIL141W,0.00002,0.00002,0.00005,0.00005,0.00005,0.00004
YIL142C-A,0.01854,0.01352,0.01676,0.01488,0.01565,0.01453
YIL142W,0.00017,0.00014,0.00015,0.00011,0.00013,0.00012
YIL143C,0.00002,0.00002,0.00000,0.00002,0.00002,0.00002
YIL144W,0.00002,0.00001,0.00002,0.00001,0.00000,0.00000
YIL145C,0.00239,0.00179,0.00181,0.00165,0.00152,0.00138
YIL146C,0.00018,0.00015,0.00021,0.00026,0.00027,0.00030
YIL147C,0.00004,0.00002,0.00003,0.00008,0.00005,0.00009
YIL148W,0.00024,0.00010,0.00047,0.00035,0.00039,0.00036
YIL149C,0.00002,0.00002,0.00005,0.00006,0.00007,0.00007
YIL150C,0.00003,0.00003,0.00003,0.00002,0.00003,0.00004
YIL151C,0.00072,0.00021,0.00072,0.00053,0.00070,0.00066
YIL152W,0.00016,0.00016,0.00022,0.00028,0.00028,0.00030
YIL153W,0.00008,0.00002,0.00004,0.00006,0.00007,0.00008
YIL154C,0.00457,0.00342,0.00262,0.00188,0.00197,0.00205
YIL155C,0.00014,0.00005,0.00008,0.00007,0.00005,0.00006
YIL156W-A,0.01594,0.01304,0.01886,0.02064,0.02114,0.01887
YIL156W-B,0.00000,0.00000,0.00000,0.00001,0.00001,0.00001
YIL156W,0.00002,0.00002,0.00001,0.00003,0.00002,0.00002
YIL157C,0.00003,0.00005,0.00006,0.00005,0.00005,0.00005
YIL158W,0.00351,0.00207,0.00740,0.00748,0.00888,0.00798
YIL159W,0.00005,0.00004,0.00004,0.00005,0.00006,0.00006
YIL160C,0.00229,0.00144,0.00226,0.00192,0.00208,0.00208
YIL161W,0.00201,0.00071,0.00218,0.00089,0.00082,0.00062
YIL162W,0.00003,0.00001,0.00003,0.00005,0.00002,0.00005
YIL163C,0.00096,0.00079,0.00137,0.00132,0.00170,0.00168
YIL164C,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000
YIL165C,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000
YIL166C,0.00167,0.00119,0.00216,0.00221,0.00203,0.00227
YIL171W-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YIL177W-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YIR001C,0.00018,0.00016,0.00018,0.00012,0.00013,0.00013
YIR002C,0.00017,0.00017,0.00035,0.00055,0.00056,0.00059
YIR003W,0.00016,0.00014,0.00022,0.00035,0.00028,0.00028
YIR004W,0.00003,0.00001,0.00002,0.00001,0.00001,0.00001
YIR005W,0.00015,0.00018,0.00023,0.00029,0.00032,0.00030
YIR006C,0.00009,0.00004,0.00012,0.00009,0.00014,0.00011
YIR007W,0.00061,0.00029,0.00098,0.00074,0.00095,0.00083
YIR008C,0.00022,0.00010,0.00027,0.00029,0.00029,0.00035
YIR009W,0.00011,0.00010,0.00012,0.00018,0.00019,0.00024
YIR010W,0.00004,0.00002,0.00002,0.00004,0.00003,0.00003
YIR011C,0.00005,0.00001,0.00009,0.00006,0.00008,0.00008
YIR012W,0.00006,0.00007,0.00009,0.00008,0.00009,0.00011
YIR013C,0.00004,0.00001,0.00002,0.00002,0.00002,0.00000
YIR014W,0.00003,0.00005,0.00003,0.00004,0.00004,0.00004
YIR015W,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001
YIR016W,0.00214,0.00095,0.00304,0.00270,0.00318,0.00296
YIR017C,0.00006,0.00002,0.00004,0.00003,0.00003,0.00001
YIR017W-A,0.02110,0.01068,0.01951,0.01532,0.01676,0.01577
YIR018C-A,0.00191,0.00112,0.00224,0.00154,0.00157,0.00166
YIR018W,0.00002,0.00000,0.00004,0.00002,0.00002,0.00002
YIR020C-B,0.00654,0.00528,0.00774,0.00932,0.00961,0.00927
YIR020C,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001
YIR020W-A,0.00066,0.00073,0.00072,0.00058,0.00066,0.00075
YIR021W-A,0.00003,0.00002,0.00003,0.00002,0.00002,0.00002
YIR021W,0.00002,0.00001,0.00004,0.00002,0.00003,0.00003
YIR022W,0.00009,0.00009,0.00010,0.00009,0.00014,0.00008
YIR023C-A,0.00655,0.00298,0.00721,0.00474,0.00465,0.00490
YIR023W,0.00017,0.00006,0.00027,0.00014,0.00018,0.00020
YIR024C,0.00002,0.00001,0.00004,0.00001,0.00001,0.00002
YIR025W,0.00017,0.00011,0.00039,0.00024,0.00023,0.00034
YIR026C,0.00106,0.00049,0.00113,0.00083,0.00097,0.00091
YIR027C,0.00266,0.00243,0.00196,0.00159,0.00137,0.00134
YIR028W,0.00278,0.00131,0.00277,0.00176,0.00165,0.00175
YIR029W,0.00004,0.00004,0.00005,0.00004,0.00006,0.00004
YIR030C,0.00072,0.00093,0.00075,0.00088,0.00081,0.00070
YIR030W-A,0.00300,0.00177,0.00390,0.00298,0.00307,0.00317
YIR031C,0.00006,0.00004,0.00007,0.00010,0.00011,0.00008
YIR032C,0.00009,0.00009,0.00008,0.00009,0.00011,0.00011
YIR033W,0.00002,0.00003,0.00005,0.00005,0.00005,0.00005
YIR034C,0.00008,0.00006,0.00006,0.00005,0.00005,0.00004
YIR035C,0.00348,0.00317,0.00353,0.00401,0.00509,0.00556
YIR036C,0.00004,0.00005,0.00005,0.00002,0.00002,0.00003
YIR036W-A,0.00940,0.00712,0.00627,0.00627,0.00711,0.00674
YIR037W,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001
YIR038C,0.00006,0.00004,0.00006,0.00004,0.00005,0.00008
YIR040C,0.00007,0.00008,0.00011,0.00017,0.00015,0.00016
YIR042C,0.00014,0.00009,0.00009,0.00015,0.00014,0.00015
YJL001W,0.00007,0.00007,0.00007,0.00008,0.00007,0.00008
YJL002C,0.00043,0.00017,0.00041,0.00037,0.00035,0.00043
YJL003W,0.00012,0.00019,0.00015,0.00018,0.00023,0.00017
YJL004C,0.00012,0.00008,0.00014,0.00011,0.00009,0.00012
YJL005W,0.00003,0.00002,0.00001,0.00002,0.00002,0.00002
YJL006C,0.00002,0.00001,0.00004,0.00003,0.00004,0.00003
YJL007C,0.00012,0.00007,0.00019,0.00012,0.00012,0.00013
YJL008C,0.00003,0.00002,0.00003,0.00003,0.00003,0.00003
YJL009W,0.02003,0.01101,0.02525,0.02065,0.02169,0.02299
YJL010C,0.00001,0.00000,0.00000,0.00001,0.00001,0.00000
YJL011C,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001
YJL012C,0.00002,0.00001,0.00003,0.00001,0.00003,0.00003
YJL013C,0.00005,0.00004,0.00003,0.00004,0.00002,0.00003
YJL014W,0.00003,0.00001,0.00003,0.00003,0.00001,0.00002
YJL015C,0.00287,0.00191,0.00202,0.00189,0.00212,0.00211
YJL016W,0.00014,0.00008,0.00016,0.00013,0.00016,0.00014
YJL019W,0.00072,0.00067,0.00083,0.00092,0.00091,0.00083
YJL020C,0.00009,0.00005,0.00011,0.00007,0.00008,0.00003
YJL020W-A,0.00867,0.00506,0.00623,0.00455,0.00485,0.00497
YJL022W,0.00234,0.00076,0.00185,0.00108,0.00086,0.00109
YJL023C,0.00010,0.00011,0.00006,0.00013,0.00010,0.00017
YJL024C,0.00032,0.00025,0.00040,0.00044,0.00040,0.00045
YJL025W,0.00013,0.00009,0.00010,0.00015,0.00016,0.00012
YJL026C-A,0.04769,0.04190,0.02771,0.02087,0.02141,0.02160
YJL026W,0.00006,0.00004,0.00006,0.00008,0.00008,0.00005
YJL027C,0.00024,0.00020,0.00019,0.00018,0.00019,0.00023
YJL028W,0.00004,0.00004,0.00003,0.00002,0.00002,0.00001
YJL029C,0.00126,0.00067,0.00198,0.00147,0.00158,0.00169
YJL030W,0.00003,0.00002,0.00001,0.00002,0.00002,0.00002
YJL031C,0.00001,0.00001,0.00000,0.00001,0.00002,0.00001
YJL032W,0.00439,0.00115,0.00483,0.00345,0.00296,0.00400
YJL033W,0.00004,0.00001,0.00001,0.00001,0.00002,0.00001
YJL034W,0.00005,0.00001,0.00004,0.00004,0.00005,0.00004
YJL035C,0.00106,0.00055,0.00087,0.00064,0.00060,0.00070
YJL036W,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000
YJL037W,0.00142,0.00137,0.00138,0.00056,0.00042,0.00042
YJL038C,0.00233,0.00265,0.00275,0.00238,0.00218,0.00195
YJL039C,0.00007,0.00004,0.00002,0.00002,0.00002,0.00002
YJL042W,0.00041,0.00041,0.00050,0.00044,0.00044,0.00043
YJL043W,0.00030,0.00031,0.00037,0.00047,0.00035,0.00042
YJL044C,0.00011,0.00015,0.00023,0.00032,0.00034,0.00038
YJL045W,0.00182,0.00194,0.00292,0.00325,0.00318,0.00281
YJL046W,0.00001,0.00001,0.00002,0.00004,0.00002,0.00003
YJL047C-A,0.00016,0.00011,0.00012,0.00011,0.00011,0.00010
YJL047C,0.00035,0.00032,0.00035,0.00029,0.00033,0.00031
YJL048C,0.00007,0.00003,0.00007,0.00006,0.00007,0.00010
YJL049W,0.00559,0.00186,0.00536,0.00453,0.00511,0.00424
YJL050W,0.00001,0.00001,0.00002,0.00003,0.00002,0.00003
YJL051W,0.00306,0.00373,0.00435,0.00499,0.00505,0.00466
YJL052C-A,0.00008,0.00007,0.00005,0.00005,0.00005,0.00005
YJL052W,0.00004,0.00002,0.00002,0.00002,0.00001,0.00002
YJL053W,0.00010,0.00007,0.00009,0.00011,0.00012,0.00016
YJL054W,0.00008,0.00005,0.00011,0.00022,0.00016,0.00017
YJL055W,0.00012,0.00012,0.00012,0.00012,0.00013,0.00017
YJL056C,0.00009,0.00004,0.00004,0.00007,0.00005,0.00008
YJL057C,0.00018,0.00024,0.00036,0.00044,0.00036,0.00044
YJL058C,0.00053,0.00047,0.00079,0.00083,0.00090,0.00080
YJL059W,0.00044,0.00028,0.00069,0.00042,0.00039,0.00041
YJL060W,0.00004,0.00005,0.00004,0.00005,0.00009,0.00003
YJL061W,0.00009,0.00006,0.00012,0.00014,0.00016,0.00014
YJL062W-A,0.00004,0.00002,0.00005,0.00006,0.00007,0.00009
YJL062W,0.00098,0.00028,0.00120,0.00092,0.00080,0.00097
YJL063C,0.00013,0.00012,0.00015,0.00016,0.00015,0.00016
YJL064W,0.01316,0.00805,0.01283,0.01130,0.01243,0.01202
YJL065C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
YJL066C,0.00003,0.00002,0.00004,0.00006,0.00004,0.00003
YJL067W,0.02801,0.01615,0.02438,0.02259,0.02058,0.01941
YJL068C,0.00005,0.00003,0.00006,0.00006,0.00009,0.00005
YJL069C,0.00023,0.00019,0.00013,0.00016,0.00020,0.00019
YJL070C,0.00017,0.00008,0.00022,0.00019,0.00026,0.00024
YJL071W,0.00006,0.00006,0.00006,0.00008,0.00008,0.00005
YJL072C,0.00038,0.00019,0.00064,0.00053,0.00056,0.00052
YJL073W,0.00304,0.00231,0.00336,0.00341,0.00360,0.00362
YJL074C,0.00003,0.00003,0.00003,0.00003,0.00003,0.00004
YJL075C,0.00590,0.00283,0.00686,0.00552,0.00611,0.00622
YJL076W,0.00005,0.00004,0.00003,0.00004,0.00004,0.00008
YJL077C,0.00474,0.00326,0.00481,0.00410,0.00483,0.00506
YJL077W-A,0.00031,0.00033,0.00033,0.00030,0.00035,0.00029
YJL077W-B,0.00019,0.00017,0.00022,0.00038,0.00052,0.00042
YJL078C,0.02459,0.01955,0.01861,0.01662,0.01780,0.01719
YJL079C,0.00075,0.00024,0.00073,0.00047,0.00054,0.00044
YJL080C,0.00005,0.00001,0.00004,0.00004,0.00001,0.00005
YJL081C,0.00010,0.00013,0.00009,0.00008,0.00010,0.00008
YJL082W,0.00008,0.00005,0.00009,0.00008,0.00008,0.00007
YJL083W,0.00027,0.00028,0.00041,0.00047,0.00049,0.00047
YJL084C,0.00006,0.00002,0.00008,0.00004,0.00006,0.00003
YJL085W,0.00003,0.00001,0.00002,0.00004,0.00002,0.00004
YJL086C,0.00089,0.00041,0.00069,0.00064,0.00055,0.00064
YJL087C,0.00039,0.00042,0.00043,0.00045,0.00048,0.00042
YJL088W,0.00035,0.00007,0.00036,0.00036,0.00038,0.00043
YJL089W,0.00070,0.00053,0.00058,0.00102,0.00123,0.00117
YJL090C,0.00009,0.00008,0.00011,0.00019,0.00021,0.00021
YJL091C,0.00075,0.00022,0.00069,0.00042,0.00042,0.00043
YJL092W,0.00217,0.00276,0.00273,0.00336,0.00356,0.00316
YJL093C,0.00003,0.00002,0.00004,0.00004,0.00005,0.00004
YJL094C,0.00004,0.00002,0.00004,0.00004,0.00003,0.00004
YJL096W,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
YJL097W,0.00001,0.00001,0.00001,0.00003,0.00002,0.00002
YJL098W,0.00003,0.00002,0.00004,0.00004,0.00005,0.00005
YJL099W,0.00007,0.00008,0.00006,0.00007,0.00005,0.00006
YJL100W,0.00017,0.00019,0.00020,0.00020,0.00018,0.00021
YJL101C,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002
YJL102W,0.00004,0.00003,0.00003,0.00004,0.00003,0.00003
YJL103C,0.00009,0.00005,0.00007,0.00008,0.00007,0.00008
YJL104W,0.00003,0.00002,0.00004,0.00003,0.00004,0.00002
YJL105W,0.00408,0.00451,0.00537,0.00553,0.00580,0.00585
YJL106W,0.00010,0.00011,0.00015,0.00012,0.00015,0.00011
YJL107C,0.00062,0.00054,0.00083,0.00085,0.00080,0.00091
YJL108C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YJL109C,0.00049,0.00034,0.00024,0.00022,0.00016,0.00013
YJL110C,0.00000,0.00000,0.00001,0.00002,0.00002,0.00001
YJL111W,0.00005,0.00003,0.00008,0.00021,0.00016,0.00012
YJL112W,0.00014,0.00011,0.00011,0.00006,0.00004,0.00004
YJL115W,0.00013,0.00002,0.00010,0.00002,0.00002,0.00003
YJL116C,0.00751,0.00381,0.00655,0.00490,0.00456,0.00488
YJL117W,0.00014,0.00012,0.00015,0.00018,0.00018,0.00014
YJL118W,0.00141,0.00144,0.00182,0.00170,0.00178,0.00168
YJL119C,0.00166,0.00144,0.00174,0.00204,0.00224,0.00255
YJL120W,0.00577,0.00717,0.00637,0.00773,0.00881,0.00911
YJL121C,0.00053,0.00014,0.00120,0.00082,0.00096,0.00089
YJL122W,0.00013,0.00014,0.00020,0.00020,0.00027,0.00032
YJL123C,0.00032,0.00009,0.00026,0.00014,0.00017,0.00017
YJL124C,0.00006,0.00004,0.00007,0.00008,0.00008,0.00008
YJL125C,0.00050,0.00016,0.00073,0.00062,0.00074,0.00075
YJL126W,0.00006,0.00002,0.00007,0.00004,0.00007,0.00011
YJL127C-B,0.00009,0.00008,0.00004,0.00002,0.00002,0.00002
YJL127C,0.00017,0.00014,0.00021,0.00028,0.00033,0.00021
YJL127W-A,0.00163,0.00099,0.00153,0.00142,0.00147,0.00156
YJL128C,0.00005,0.00004,0.00004,0.00005,0.00004,0.00007
YJL129C,0.00005,0.00003,0.00005,0.00005,0.00005,0.00004
YJL130C,0.00009,0.00007,0.00008,0.00008,0.00009,0.00006
YJL131C,0.00032,0.00024,0.00037,0.00031,0.00030,0.00026
YJL132W,0.00091,0.00038,0.00077,0.00060,0.00056,0.00063
YJL133C-A,0.00001,0.00003,0.00004,0.00004,0.00007,0.00003
YJL133W,0.00023,0.00010,0.00011,0.00009,0.00010,0.00011
YJL134W,0.00009,0.00005,0.00010,0.00011,0.00010,0.00016
YJL135W,0.00000,0.00001,0.00001,0.00001,0.00002,0.00002
YJL136C,0.00002,0.00001,0.00002,0.00003,0.00002,0.00001
YJL136W-A,0.00010,0.00009,0.00007,0.00013,0.00014,0.00010
YJL137C,0.00008,0.00012,0.00009,0.00011,0.00007,0.00015
YJL139C,0.00060,0.00015,0.00076,0.00038,0.00041,0.00046
YJL140W,0.00572,0.00640,0.00675,0.00754,0.00761,0.00754
YJL141C,0.00003,0.00005,0.00004,0.00004,0.00004,0.00002
YJL142C,0.00001,0.00000,0.00004,0.00003,0.00003,0.00002
YJL143W,0.00003,0.00004,0.00002,0.00004,0.00004,0.00003
YJL144W,0.00019,0.00018,0.00025,0.00016,0.00016,0.00022
YJL145W,0.00032,0.00020,0.00004,0.00004,0.00003,0.00002
YJL146W,0.00065,0.00067,0.00114,0.00123,0.00113,0.00120
YJL147C,0.00028,0.00023,0.00037,0.00038,0.00040,0.00040
YJL148W,0.00004,0.00003,0.00012,0.00007,0.00008,0.00009
YJL149W,0.00012,0.00009,0.00027,0.00020,0.00027,0.00024
YJL150W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002
YJL151C,0.00201,0.00173,0.00166,0.00166,0.00182,0.00207
YJL152W,0.02740,0.02640,0.02829,0.03441,0.03920,0.03499
YJL153C,0.00012,0.00008,0.00011,0.00012,0.00012,0.00015
YJL154C,0.00004,0.00003,0.00004,0.00009,0.00007,0.00008
YJL155C,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001
YJL156C,0.00144,0.00144,0.00198,0.00186,0.00188,0.00202
YJL156W-A,0.00422,0.00272,0.00528,0.00447,0.00423,0.00464
YJL157C,0.00379,0.00427,0.00382,0.00494,0.00523,0.00516
YJL158C,0.00013,0.00006,0.00012,0.00013,0.00017,0.00013
YJL160C,0.00031,0.00029,0.00041,0.00047,0.00036,0.00047
YJL161W,0.00074,0.00062,0.00083,0.00105,0.00098,0.00105
YJL162C,0.00001,0.00001,0.00003,0.00001,0.00002,0.00002
YJL163C,0.00097,0.00063,0.00103,0.00107,0.00115,0.00121
YJL164C,0.00010,0.00006,0.00015,0.00012,0.00013,0.00016
YJL165C,0.00153,0.00087,0.00178,0.00175,0.00186,0.00208
YJL166W,0.00004,0.00002,0.00002,0.00002,0.00004,0.00003
YJL167W,0.00006,0.00004,0.00006,0.00005,0.00005,0.00004
YJL168C,0.00002,0.00001,0.00006,0.00007,0.00006,0.00005
YJL169W,0.00361,0.00122,0.00421,0.00324,0.00307,0.00345
YJL170C,0.00011,0.00012,0.00016,0.00024,0.00029,0.00026
YJL171C,0.00002,0.00001,0.00001,0.00004,0.00005,0.00002
YJL172W,0.00001,0.00001,0.00002,0.00002,0.00003,0.00002
YJL173C,0.00094,0.00045,0.00153,0.00156,0.00185,0.00149
YJL174W,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001
YJL175W,0.00883,0.00346,0.00724,0.00438,0.00406,0.00445
YJL176C,0.00009,0.00004,0.00012,0.00016,0.00015,0.00023
YJL177W,0.00005,0.00002,0.00006,0.00006,0.00005,0.00006
YJL178C,0.00001,0.00002,0.00004,0.00003,0.00002,0.00004
YJL179W,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001
YJL180C,0.00025,0.00018,0.00030,0.00035,0.00041,0.00039
YJL181W,0.00136,0.00043,0.00366,0.00314,0.00366,0.00378
YJL182C,0.00040,0.00023,0.00044,0.00047,0.00047,0.00048
YJL183W,0.00002,0.00002,0.00003,0.00004,0.00004,0.00003
YJL184W,0.00083,0.00098,0.00137,0.00127,0.00132,0.00129
YJL185C,0.00043,0.00043,0.00063,0.00075,0.00081,0.00080
YJL186W,0.00082,0.00065,0.00081,0.00060,0.00060,0.00059
YJL188C,0.07431,0.04196,0.14543,0.13110,0.13555,0.15303
YJL189W,0.00007,0.00006,0.00009,0.00012,0.00009,0.00009
YJL190C,0.00004,0.00001,0.00003,0.00005,0.00005,0.00004
YJL191W,0.00002,0.00002,0.00003,0.00004,0.00003,0.00003
YJL192C,0.00002,0.00002,0.00005,0.00005,0.00006,0.00003
YJL193W,0.00021,0.00008,0.00017,0.00015,0.00010,0.00013
YJL194W,0.00003,0.00004,0.00001,0.00003,0.00004,0.00003
YJL195C,0.00293,0.00191,0.00344,0.00316,0.00330,0.00409
YJL196C,0.00056,0.00025,0.00079,0.00045,0.00045,0.00049
YJL197C-A,0.00180,0.00108,0.00216,0.00197,0.00173,0.00209
YJL197W,0.00001,0.00001,0.00001,0.00002,0.00002,0.00002
YJL198W,0.00004,0.00002,0.00005,0.00005,0.00005,0.00003
YJL199C,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001
YJL200C,0.00005,0.00004,0.00005,0.00005,0.00006,0.00003
YJL201W,0.00014,0.00005,0.00006,0.00006,0.00006,0.00009
YJL202C,0.00407,0.00074,0.00384,0.00209,0.00166,0.00227
YJL203W,0.00001,0.00000,0.00001,0.00001,0.00000,0.00000
YJL204C,0.00010,0.00004,0.00010,0.00006,0.00004,0.00008
YJL205C,0.00037,0.00023,0.00039,0.00032,0.00027,0.00030
YJL206C,0.00004,0.00007,0.00007,0.00016,0.00021,0.00019
YJL207C,0.00003,0.00001,0.00001,0.00002,0.00002,0.00002
YJL208C,0.00002,0.00003,0.00008,0.00006,0.00009,0.00006
YJL209W,0.00018,0.00013,0.00048,0.00040,0.00047,0.00039
YJL210W,0.00010,0.00010,0.00015,0.00013,0.00013,0.00021
YJL211C,0.01312,0.01197,0.01051,0.01022,0.01071,0.01015
YJL212C,0.00243,0.00133,0.00144,0.00131,0.00097,0.00097
YJL213W,0.00010,0.00006,0.00006,0.00007,0.00007,0.00007
YJL214W,0.00108,0.00064,0.00084,0.00049,0.00060,0.00072
YJL215C,0.00003,0.00004,0.00005,0.00005,0.00007,0.00005
YJL216C,0.00011,0.00012,0.00024,0.00021,0.00028,0.00031
YJL217W,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001
YJL218W,0.00005,0.00003,0.00004,0.00003,0.00003,0.00002
YJL220W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YJL222W-A,0.00002,0.00002,0.00003,0.00005,0.00005,0.00007
YJL222W-B,0.00010,0.00007,0.00011,0.00014,0.00015,0.00016
YJL225W-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YJR001W,0.00024,0.00012,0.00018,0.00021,0.00019,0.00022
YJR002W,0.00009,0.00009,0.00008,0.00014,0.00012,0.00016
YJR003C,0.00081,0.00027,0.00151,0.00088,0.00096,0.00107
YJR004C,0.00126,0.00070,0.00085,0.00081,0.00068,0.00062
YJR005C-A,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001
YJR005W,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001
YJR006W,0.00005,0.00005,0.00009,0.00011,0.00009,0.00007
YJR007W,0.00005,0.00004,0.00005,0.00007,0.00006,0.00006
YJR008W,0.00005,0.00006,0.00006,0.00013,0.00023,0.00019
YJR009C,0.00003,0.00002,0.00002,0.00006,0.00006,0.00005
YJR010C-A,0.00069,0.00078,0.00080,0.00105,0.00092,0.00101
YJR010W,0.00006,0.00003,0.00005,0.00005,0.00006,0.00005
YJR011C,0.00001,0.00003,0.00007,0.00005,0.00006,0.00007
YJR012C,0.00195,0.00169,0.00210,0.00201,0.00221,0.00188
YJR013W,0.00013,0.00010,0.00013,0.00025,0.00026,0.00034
YJR014W,0.00003,0.00007,0.00008,0.00010,0.00014,0.00010
YJR015W,0.00002,0.00002,0.00001,0.00004,0.00003,0.00006
YJR016C,0.00015,0.00009,0.00013,0.00015,0.00021,0.00013
YJR017C,0.00016,0.00010,0.00016,0.00015,0.00021,0.00016
YJR018W,0.01216,0.00762,0.01076,0.00951,0.01085,0.01113
YJR019C,0.00022,0.00021,0.00022,0.00032,0.00035,0.00046
YJR020W,0.01936,0.01939,0.01604,0.01373,0.01181,0.00993
YJR021C,0.00425,0.00418,0.00407,0.00334,0.00263,0.00254
YJR022W,0.00023,0.00010,0.00043,0.00035,0.00046,0.00038
YJR023C,0.00224,0.00049,0.00194,0.00126,0.00095,0.00131
YJR024C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002
YJR025C,0.00006,0.00005,0.00008,0.00007,0.00006,0.00007
YJR030C,0.00061,0.00050,0.00049,0.00037,0.00034,0.00028
YJR031C,0.00009,0.00007,0.00012,0.00012,0.00010,0.00013
YJR032W,0.00006,0.00003,0.00006,0.00004,0.00004,0.00003
YJR033C,0.00033,0.00017,0.00045,0.00037,0.00036,0.00036
YJR034W,0.00004,0.00003,0.00003,0.00006,0.00006,0.00006
YJR035W,0.00011,0.00006,0.00008,0.00010,0.00011,0.00009
YJR036C,0.00044,0.00011,0.00052,0.00046,0.00049,0.00044
YJR037W,0.00126,0.00045,0.00079,0.00047,0.00043,0.00056
YJR038C,0.00081,0.00041,0.00050,0.00043,0.00040,0.00036
YJR039W,0.00007,0.00002,0.00012,0.00012,0.00010,0.00009
YJR040W,0.00039,0.00016,0.00099,0.00076,0.00082,0.00096
YJR041C,0.00003,0.00002,0.00004,0.00002,0.00004,0.00002
YJR042W,0.00014,0.00005,0.00026,0.00013,0.00015,0.00018
YJR043C,0.00004,0.00002,0.00007,0.00008,0.00007,0.00008
YJR044C,0.00007,0.00005,0.00006,0.00005,0.00006,0.00005
YJR045C,0.00011,0.00007,0.00021,0.00017,0.00019,0.00018
YJR046W,0.00001,0.00002,0.00002,0.00002,0.00002,0.00001
YJR047C,0.00002,0.00001,0.00003,0.00002,0.00002,0.00001
YJR048W,0.00016,0.00007,0.00010,0.00013,0.00016,0.00015
YJR049C,0.00018,0.00011,0.00035,0.00041,0.00052,0.00058
YJR050W,0.00004,0.00002,0.00005,0.00004,0.00004,0.00004
YJR051W,0.00004,0.00004,0.00006,0.00004,0.00004,0.00003
YJR052W,0.00005,0.00004,0.00005,0.00005,0.00005,0.00004
YJR053W,0.00030,0.00032,0.00017,0.00020,0.00012,0.00011
YJR054W,0.00089,0.00060,0.00037,0.00031,0.00024,0.00020
YJR055W,0.00004,0.00004,0.00004,0.00003,0.00002,0.00004
YJR056C,0.00002,0.00001,0.00002,0.00002,0.00001,0.00001
YJR057W,0.00094,0.00054,0.00169,0.00167,0.00183,0.00172
YJR058C,0.00095,0.00046,0.00193,0.00169,0.00186,0.00165
YJR059W,0.00026,0.00028,0.00037,0.00028,0.00026,0.00027
YJR060W,0.00004,0.00002,0.00001,0.00001,0.00001,0.00000
YJR061W,0.00739,0.00680,0.00796,0.00742,0.00730,0.00782
YJR062C,0.00007,0.00002,0.00013,0.00009,0.00010,0.00013
YJR063W,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000
YJR064W,0.00009,0.00007,0.00014,0.00019,0.00019,0.00015
YJR065C,0.00003,0.00001,0.00001,0.00001,0.00002,0.00004
YJR066W,0.00110,0.00083,0.00103,0.00079,0.00083,0.00071
